payment-service-1       | timestamp="2025-10-13T17:09:55.373Z" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="84" content="{"amount":300,"recipient":"landlord@apartments.com","description":"Monthly rent"}" event="PaymentProcessingAttempt" userId="1760375366290" email="bob@paypal.com" amount="300" recipient="landlord@apartments.com"
auth-service-1          | timestamp="2025-10-13T18:00:26.262Z" Method="POST" URL="/verify" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="0" content="{}" event="TokenVerificationAttempt" hasToken="true"
auth-service-1          | timestamp="2025-10-13T18:00:26.264Z" Method="POST" URL="/verify" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="0" content="{}" event="TokenVerificationSuccess" userId="1760375366290" email="bob@paypal.com"
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-10-13T18:06:40.627Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" event="Normal"
auth-service-1          | timestamp="2025-10-13T18:06:40.628Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-10-13T18:06:40.699Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" event="Normal"
auth-service-1          | timestamp="2025-10-13T18:06:40.699Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-10-13T18:06:40.772Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" event="Normal"
auth-service-1          | timestamp="2025-10-13T18:06:40.773Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-10-13T18:06:40.846Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" event="Normal"
auth-service-1          | timestamp="2025-10-13T18:06:40.846Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-10-13T18:06:40.919Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" event="Normal"
auth-service-1          | timestamp="2025-10-13T18:06:40.919Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-10-13T18:06:40.994Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" event="Normal"
auth-service-1          | timestamp="2025-10-13T18:06:40.994Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-10-13T18:06:41.069Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" event="Normal"
auth-service-1          | timestamp="2025-10-13T18:06:41.069Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-10-13T18:06:41.142Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" event="Normal"
auth-service-1          | timestamp="2025-10-13T18:06:41.142Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-10-13T18:06:41.215Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" event="Normal"
auth-service-1          | timestamp="2025-10-13T18:06:41.215Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-10-13T18:06:41.289Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" event="Normal"
auth-service-1          | timestamp="2025-10-13T18:06:41.290Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="51" content="{"email":"invalid@test.com","password":"password1"}" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-10-13T18:06:41.365Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" event="Normal"
auth-service-1          | timestamp="2025-10-13T18:06:41.366Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="50" content="{"email":"invalid@test.com","password":"password"}" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-10-13T18:06:41.440Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" event="Normal"
auth-service-1          | timestamp="2025-10-13T18:06:41.440Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="48" content="{"email":"invalid@test.com","password":"123456"}" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-10-13T18:06:41.513Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" event="Normal"
auth-service-1          | timestamp="2025-10-13T18:06:41.513Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="47" content="{"email":"invalid@test.com","password":"admin"}" event="LoginFailure" email="invalid@test.com" reason="InvalidCredentials"
auth-service-1          | 0="L" 1="o" 2="g" 3="i" 4="n" 5="A" 6="t" 7="t" 8="e" 9="m" 10="p" 11="t" timestamp="2025-10-13T18:06:41.585Z" Method="POST" URL="/login" User-Agent="poc-agent" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="49" content="{"email":"invalid@test.com","password":"letmein"}" event="Normal"
