📋 Showing application logs...
auth-service-1          | timestamp="2025-09-22T12:27:42.554Z" Method="POST" URL="/verify" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" lenght="204" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NTg1NDQwMzUyNDQsImVtYWlsIjoiYm9iQHBheXBhbC5jb20iLCJpYXQiOjE3NTg1NDQwMzgsImV4cCI6MTc1ODYzMDQzOH0.UvaHyItKZp1XUtBud2YpHDM4ck8XHfMQyNWshQ7rX8A"}" classification="Normal" event="TokenVerificationAttempt" hasToken="true"
payment-service-1       | timestamp="2025-09-22T12:27:50.708Z" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="84" content="{"amount":300,"recipient":"landlord@apartments.com","description":"Monthly rent"}" classification="Normal" event="PaymentProcessingAttempt" userId="1758544036403" email="charlie@paypal.com" amount="300" recipient="landlord@apartments.com"
payment-service-1       | timestamp="2025-09-22T12:27:50.709Z" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="84" content="{"amount":300,"recipient":"landlord@apartments.com","description":"Monthly rent"}" classification="Normal" event="PaymentProcessingSuccess" paymentId="1758544070708" userId="1758544036403" amount="300"
payment-service-1       | timestamp="2025-09-22T12:27:52.737Z" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="82" content="{"amount":75.25,"recipient":"utilities@company.com","description":"Electric bill"}" classification="Normal" event="AuthenticationAttempt" hasToken="true"
payment-service-1       | timestamp="2025-09-22T12:27:52.742Z" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="82" content="{"amount":75.25,"recipient":"utilities@company.com","description":"Electric bill"}" classification="Normal" event="AuthenticationSuccess" userId="1758544036403" email="charlie@paypal.com"
payment-service-1       | timestamp="2025-09-22T12:27:52.742Z" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="82" content="{"amount":75.25,"recipient":"utilities@company.com","description":"Electric bill"}" classification="Normal" event="PaymentProcessingAttempt" userId="1758544036403" email="charlie@paypal.com" amount="75.25" recipient="utilities@company.com"
payment-service-1       | timestamp="2025-09-22T12:27:52.743Z" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="82" content="{"amount":75.25,"recipient":"utilities@company.com","description":"Electric bill"}" classification="Normal" event="PaymentProcessingSuccess" paymentId="1758544072742" userId="1758544036403" amount="75.25"
payment-service-1       | timestamp="2025-09-22T12:27:54.778Z" Method="GET" URL="/history" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="0" content="{}" classification="Normal" event="AuthenticationAttempt" hasToken="true"
notification-service-1  | timestamp="2025-09-22T12:27:38.489Z" Method="POST" URL="/send" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" lenght="147" content="{"userId":1758544035244,"email":"bob@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $25.5 to mike@restaurant.com was successful."}" classification="Normal" event="NotificationStored" notificationId="1758544058489" userId="1758544035244"
payment-service-1       | timestamp="2025-09-22T12:27:54.785Z" Method="GET" URL="/history" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="0" content="{}" classification="Normal" event="AuthenticationSuccess" userId="1758544034098" email="alice@paypal.com"
notification-service-1  | timestamp="2025-09-22T12:27:40.527Z" Method="POST" URL="/send" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" lenght="150" content="{"userId":1758544035244,"email":"bob@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $300 to landlord@apartments.com was successful."}" classification="Normal" event="NotificationReceived" userId="1758544035244" email="bob@paypal.com" type="PAYMENT_SUCCESS"
auth-service-1          | timestamp="2025-09-22T12:27:46.632Z" Method="POST" URL="/verify" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" lenght="209" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NTg1NDQwMzY0MDMsImVtYWlsIjoiY2hhcmxpZUBwYXlwYWwuY29tIiwiaWF0IjoxNzU4NTQ0MDM5LCJleHAiOjE3NTg2MzA0Mzl9.j7soRXDAAqxXfUELBiOwWn4eQex9_I_qwX3tIphLC5A"}" classification="Normal" event="TokenVerificationSuccess" userId="1758544036403" email="charlie@paypal.com"
notification-service-1  | timestamp="2025-09-22T12:27:40.527Z" Method="POST" URL="/send" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" lenght="150" content="{"userId":1758544035244,"email":"bob@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $300 to landlord@apartments.com was successful."}" classification="Normal" event="NotificationStored" notificationId="1758544060527" userId="1758544035244"
auth-service-1          | timestamp="2025-09-22T12:27:48.673Z" Method="POST" URL="/verify" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" lenght="209" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NTg1NDQwMzY0MDMsImVtYWlsIjoiY2hhcmxpZUBwYXlwYWwuY29tIiwiaWF0IjoxNzU4NTQ0MDM5LCJleHAiOjE3NTg2MzA0Mzl9.j7soRXDAAqxXfUELBiOwWn4eQex9_I_qwX3tIphLC5A"}" classification="Normal" event="TokenVerificationAttempt" hasToken="true"
notification-service-1  | timestamp="2025-09-22T12:27:42.561Z" Method="POST" URL="/send" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" lenght="150" content="{"userId":1758544035244,"email":"bob@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $75.25 to utilities@company.com was successful."}" classification="Normal" event="NotificationReceived" userId="1758544035244" email="bob@paypal.com" type="PAYMENT_SUCCESS"
auth-service-1          | timestamp="2025-09-22T12:27:48.673Z" Method="POST" URL="/verify" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" lenght="209" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NTg1NDQwMzY0MDMsImVtYWlsIjoiY2hhcmxpZUBwYXlwYWwuY29tIiwiaWF0IjoxNzU4NTQ0MDM5LCJleHAiOjE3NTg2MzA0Mzl9.j7soRXDAAqxXfUELBiOwWn4eQex9_I_qwX3tIphLC5A"}" classification="Normal" event="TokenVerificationSuccess" userId="1758544036403" email="charlie@paypal.com"
notification-service-1  | timestamp="2025-09-22T12:27:42.561Z" Method="POST" URL="/send" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" lenght="150" content="{"userId":1758544035244,"email":"bob@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $75.25 to utilities@company.com was successful."}" classification="Normal" event="NotificationStored" notificationId="1758544062561" userId="1758544035244"
payment-service-1       | timestamp="2025-09-22T12:27:54.785Z" Method="GET" URL="/history" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="0" content="{}" classification="Normal" event="PaymentHistoryRetrieval" userId="1758544034098"
notification-service-1  | timestamp="2025-09-22T12:27:44.598Z" Method="POST" URL="/send" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" lenght="146" content="{"userId":1758544036403,"email":"charlie@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $50 to john@example.com was successful."}" classification="Normal" event="NotificationReceived" userId="1758544036403" email="charlie@paypal.com" type="PAYMENT_SUCCESS"
payment-service-1       | timestamp="2025-09-22T12:27:55.852Z" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="70" content="{"amount":100,"recipient":"test@test.com","description":"Should fail"}" classification="Normal" event="AuthenticationAttempt" hasToken="false"
notification-service-1  | timestamp="2025-09-22T12:27:44.598Z" Method="POST" URL="/send" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" lenght="146" content="{"userId":1758544036403,"email":"charlie@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $50 to john@example.com was successful."}" classification="Normal" event="NotificationStored" notificationId="1758544064598" userId="1758544036403"
payment-service-1       | timestamp="2025-09-22T12:27:55.852Z" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="70" content="{"amount":100,"recipient":"test@test.com","description":"Should fail"}" classification="Suspicious" event="AuthenticationFailure" reason="NoTokenProvided"
notification-service-1  | timestamp="2025-09-22T12:27:46.641Z" Method="POST" URL="/send" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" lenght="149" content="{"userId":1758544036403,"email":"charlie@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $150.75 to sarah@store.com was successful."}" classification="Normal" event="NotificationReceived" userId="1758544036403" email="charlie@paypal.com" type="PAYMENT_SUCCESS"
payment-service-1       | timestamp="2025-09-22T12:27:56.882Z" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="70" content="{"amount":100,"recipient":"test@test.com","description":"Should fail"}" classification="Normal" event="AuthenticationAttempt" hasToken="true"
notification-service-1  | timestamp="2025-09-22T12:27:46.641Z" Method="POST" URL="/send" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" lenght="149" content="{"userId":1758544036403,"email":"charlie@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $150.75 to sarah@store.com was successful."}" classification="Normal" event="NotificationStored" notificationId="1758544066641" userId="1758544036403"
[31mpayment-service-1       | timestamp="2025-09-22T12:27:56.889Z" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="70" content="{"amount":100,"recipient":"test@test.com","description":"Should fail"}" classification="Suspicious" event="AuthenticationError" reason="AuthServiceUnreachable" error="Request failed with status code 401"[0m
payment-service-1       | timestamp="2025-09-22T12:27:57.926Z" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="97" content="{"amount":999.99,"recipient":"vip@customer.com","description":"VIP Transaction - Full Flow Test"}" classification="Normal" event="AuthenticationAttempt" hasToken="true"
payment-service-1       | timestamp="2025-09-22T12:27:57.931Z" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="97" content="{"amount":999.99,"recipient":"vip@customer.com","description":"VIP Transaction - Full Flow Test"}" classification="Normal" event="AuthenticationSuccess" userId="1758544034098" email="alice@paypal.com"
[33mapi-gateway-1           | 2025/09/22 12:27:24 [info] 30#30: *31 client 172.22.0.1 closed keepalive connection[0m
[33mapi-gateway-1           | 2025/09/22 12:27:26 [info] 30#30: *33 client 172.22.0.1 closed keepalive connection[0m
[33mapi-gateway-1           | 2025/09/22 12:27:28 [info] 30#30: *35 client 172.22.0.1 closed keepalive connection[0m
notification-service-1  | timestamp="2025-09-22T12:27:48.678Z" Method="POST" URL="/send" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" lenght="151" content="{"userId":1758544036403,"email":"charlie@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $25.5 to mike@restaurant.com was successful."}" classification="Normal" event="NotificationReceived" userId="1758544036403" email="charlie@paypal.com" type="PAYMENT_SUCCESS"
notification-service-1  | timestamp="2025-09-22T12:27:48.679Z" Method="POST" URL="/send" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" lenght="151" content="{"userId":1758544036403,"email":"charlie@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $25.5 to mike@restaurant.com was successful."}" classification="Normal" event="NotificationStored" notificationId="1758544068679" userId="1758544036403"
auth-service-1          | timestamp="2025-09-22T12:27:50.706Z" Method="POST" URL="/verify" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" lenght="209" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NTg1NDQwMzY0MDMsImVtYWlsIjoiY2hhcmxpZUBwYXlwYWwuY29tIiwiaWF0IjoxNzU4NTQ0MDM5LCJleHAiOjE3NTg2MzA0Mzl9.j7soRXDAAqxXfUELBiOwWn4eQex9_I_qwX3tIphLC5A"}" classification="Normal" event="TokenVerificationAttempt" hasToken="true"
[33mapi-gateway-1           | 2025/09/22 12:27:30 [info] 30#30: *37 client 172.22.0.1 closed keepalive connection[0m
[33mapi-gateway-1           | 2025/09/22 12:27:32 [info] 30#30: *39 client 172.22.0.1 closed keepalive connection[0m
auth-service-1          | timestamp="2025-09-22T12:27:50.707Z" Method="POST" URL="/verify" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" lenght="209" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NTg1NDQwMzY0MDMsImVtYWlsIjoiY2hhcmxpZUBwYXlwYWwuY29tIiwiaWF0IjoxNzU4NTQ0MDM5LCJleHAiOjE3NTg2MzA0Mzl9.j7soRXDAAqxXfUELBiOwWn4eQex9_I_qwX3tIphLC5A"}" classification="Normal" event="TokenVerificationSuccess" userId="1758544036403" email="charlie@paypal.com"
[33mapi-gateway-1           | 2025/09/22 12:27:34 [info] 30#30: *41 client 172.22.0.1 closed keepalive connection[0m
[33mapi-gateway-1           | 2025/09/22 12:27:36 [info] 30#30: *43 client 172.22.0.1 closed keepalive connection[0m
notification-service-1  | timestamp="2025-09-22T12:27:50.711Z" Method="POST" URL="/send" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="notification-service:3003" cookie="-" content-type="application/json" connection="close" lenght="154" content="{"userId":1758544036403,"email":"charlie@paypal.com","type":"PAYMENT_SUCCESS","message":"Your payment of $300 to landlord@apartments.com was successful."}" classification="Normal" event="NotificationReceived" userId="1758544036403" email="charlie@paypal.com" type="PAYMENT_SUCCESS"
auth-service-1          | timestamp="2025-09-22T12:27:52.740Z" Method="POST" URL="/verify" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" lenght="209" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NTg1NDQwMzY0MDMsImVtYWlsIjoiY2hhcmxpZUBwYXlwYWwuY29tIiwiaWF0IjoxNzU4NTQ0MDM5LCJleHAiOjE3NTg2MzA0Mzl9.j7soRXDAAqxXfUELBiOwWn4eQex9_I_qwX3tIphLC5A"}" classification="Normal" event="TokenVerificationAttempt" hasToken="true"
payment-service-1       | timestamp="2025-09-22T12:27:57.931Z" Method="POST" URL="/process" User-Agent="curl/8.9.1" Pragma="-" Cache-Control="-" Accept="*/*" Accept-encoding="-" Accept-charset="-" language="-" host="localhost" cookie="-" content-type="application/json" connection="close" lenght="97" content="{"amount":999.99,"recipient":"vip@customer.com","description":"VIP Transaction - Full Flow Test"}" classification="Normal" event="PaymentProcessingAttempt" userId="1758544034098" email="alice@paypal.com" amount="999.99" recipient="vip@customer.com"
auth-service-1          | timestamp="2025-09-22T12:27:52.741Z" Method="POST" URL="/verify" User-Agent="axios/1.12.2" Pragma="-" Cache-Control="-" Accept="application/json, text/plain, */*" Accept-encoding="gzip, compress, deflate, br" Accept-charset="-" language="-" host="auth-service:3001" cookie="-" content-type="application/json" connection="close" lenght="209" content="{"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOjE3NTg1NDQwMzY0MDMsImVtYWlsIjoiY2hhcmxpZUBwYXlwYWwuY29tIiwiaWF0IjoxNzU4NTQ0MDM5LCJleHAiOjE3NTg2MzA0Mzl9.j7soRXDAAqxXfUELBiOwWn4eQex9_I_qwX3tIphLC5A"}" classification="Normal" event="TokenVerificationSuccess" userId="1758544036403" email="charlie@paypal.com"
